26/11/21;Estoque Fisico;por Produto;Fl   1
P r o d u t o;Descricao;Qtde;
;;;
8435137743162;PRADA INFUSION EDP F 50ML;0;
8435137713363;PRADA INFUSION H 100ML;0;
8435137750450;PRADA LA FEMME 35ML;0;
8435137749294;PRADA LA FEMME 50ML;0;
8435137735150;PRADA LUNA ROSSA EXTREME H 100ML;0;
8435137735174;PRADA LUNA ROSSA EXTREME H 50ML;0;
8435137729180;PRADA LUNA ROSSA H 100ML;1;
8435137729197;PRADA LUNA ROSSA H 50ML;0;
8433137737819;PRADA LUNA ROSSA SPORT 100ML;0;
8435137713066;PRADA MILANI INFUSION EDP 50ML;0;
8435137710195;PRADA MILANO INFUSION EDP 100ML;0;
8435137724741;PRADA MILANO INFUSION EDT 100ML;0;
8435137724758;PRADA MILANO INFUSION EDT 50ML;0;
8435137713370;PRADA MILANO INFUSION H 50ML;0;
3442151008561;PRETTY ROSE F 100ML;0;
3494800070023;PRINCE BLANC H 50ML;0;
3494800060024;PRINCE NOIR H 50ML;0;
719346636667;PRIVATE SHOW 100ML EDP;0;
3360373070640;PROMESSE 100ML;0;
3360373070633;PROMESSE 50ML;0;
0000000010000;PROVADORES;0;
085805004675;PROVOCATIVE F 100ML;0;
085805004668;PROVOCATIVE F 50ML;0;
5055121801147;PUCCINI F 100ML;2;
5055121801208;PUCCINI H 100ML;0;
0004;PULSEIRA BIA;6;
3700134404497;PURE BLANC KAREN LOW H 100ML;0;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  60
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
6291100173877;PURE ONE 100ML;0;
3700134404381;PURE PINK KAREN LOW F 100ML;0;
3348900606715;PURE POISON 100ML;0;
3348900606692;PURE POISON 30ML;0;
3348900606708;PURE POISON 50ML;0;
5060053110373;PURE PULSE H 100ML;0;
5060152400139;PURE PULSE H 100ML;0;
3349668545698;PURE XS EDP 30ML;0;
3349668545667;PURE XS EDP 50ML;1;
3349668545636;PURE XS EDP 80ML;0;
3349668545728;PURE XS H 100ML;1;
7898475494963;PURPLE NEON LIPSTICK 147;0;
3331436104114;PURPLELIGHT 30ML;0;
3274872395503;PY GIVENCHY H 100ML;1;
3386460056427;QUARTZ 100ML;0;
3386460056465;QUARTZ 30ML;0;
3386460056410;QUARTZ 50ML;0;
3386465701100;QUARTZ 50ML H;0;
3386465908554;QUARTZ MODERN F 100ML;0;
3386465908561;QUARTZ MODERN F 50ML;0;
3386465311712;QUARTZ MODERN H 100ML;0;
3386465311729;QUARTZ MODERN H 50ML;0;
3331845870839;QUARTZ SILVER H 100ML;0;
7899529600265;QUERATINA HAIR;0;
8411061411919;QUORUM 100ML;0;
8411061411001;QUORUM 30ML;0;
8411061411803;QUORUM 50ML;0;
719346135863;RADIANCE 30ML;0;
719346135856;RADIANCE 50ML;0;
719346135849;RADIANCE F 100ML;0;
8411061820223;RADIANT SEDUCTION BLACK 100ML;0;
8411061820216;RADIANT SEDUCTION BLUE F 100ML;0;
8411061820209;RADIANT SEDUCTION BLUE H 100ML;0;
3360377029682;RALPH BLUE 75ML;0;
3360377036123;RALPH COOL 50ML;0;
3360377009363;RALPH FEM 100ML;0;
3360377016132;RALPH FEM. 30 ML;0;
3360377009356;RALPH FEM. 50 ML;0;
3605970894177;RALPH FRESH F 30ML;0;
3605971068133;RALPH LAUREN LOVE EDT 30ML;0;
3605971040016;RALPH LAUREN WOMAN EDP 100ML;0;
3605970045289;RALPH WILD 100ML;0;
3605970045272;RALPH WILD 50ML;0;
5906588001192;RAPHAEL F 100ML;0;
5906588002915;RAPHAEL F 20ML;0;
031655488981;REACTION F 100ML;0;
031655488974;REACTION F 50ML;0;
031655481593;REACTION H 100ML;0;
031655481586;REACTION H 50ML;0;
074469475969;RECONSTR JOICO K PAK 150ML;1;
0085805558208;RED DOOR 25 ML;0;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  61
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
0085805558321;RED DOOR 50ML;0;
037361006051;RED HOT 50ML;0;
5060053112667;RED HOT H 100ML;0;
8018365270756;RED JEANS 75 ML;0;
3442151005782;RED PEARL F 100ML;0;
0033;REGATA LIBERT PLUS;13;
3363930067053;RESERVE M 30ML;0;
3363930065516;RESERVE M 50ML;0;
3274872268975;REVE D ESCAPADE 50ML F;0;
3494800010043;REVERENCE F 30ML;0;
3494800010029;REVERENCE F 50ML;0;
074469476003;REVITALUXE JOICO K PAK 150ML;0;
1000000000000;REVLON MASCARA DE CILIOS;0;
309971085031;REVLON NEARLY NAKED;0;
8432225063324;REVLON ONE 150ML;0;
309974364102;REVLON PANK-UP NEW COMPLEXION;0;
309975585308;REVLON PANK-UP PHOTOREAGY;0;
309978187158;REVLON PHOTOREADY TWO WAY;0;
309975424027;REVLON PO COLORSTAY;0;
309973157026;REVLON PO PHOTOREADY;0;
309978535140;REVLON SOMBRA COLORSTAY;0;
309975912135;REVLON SOMBRA CREME ILLUMINANCE;0;
309976069357;REVLON SOMBRA CUSTOM;0;
309971188152;REVLON SOMBRA PHOTOREADY PRIMER;0;
309971707094;REVLOW BLUSH POWDER;0;
3137370208297;RICCI RICCI 30ML;0;
3137370208303;RICCI RICCI 50ML;0;
3137370208310;RICCI RICCI 80ML;0;
608940543313;RIHANNA FLEUR F 100ML;0;
608940543306;RIHANNA FLEUR F 50ML;0;
608940549193;RIHANNA REBELLE F 100ML;0;
608940549186;RIHANNA REBELLE F 50ML;0;
3365440022522;RIVE GAUCHE 30 ML;0;
3365440245266;RIVE GAUCHE H 125ML;0;
8011530530006;ROBERTO CAVALLI F 60ML;0;
8011530530013;ROBERTO CAVALLI H 60ML;0;
3346132210052;ROCABAR H 30ML;0;
3139420008161;ROCHAS MAN 100ML;0;
3139420008154;ROCHAS MAN 50 ML;0;
5060053114784;ROCK NIGHT H 100ML;0;
5060053113435;ROCK ROOL F  100ML;0;
3360377002968;ROMANCE F 100ML;0;
3360377002944;ROMANCE F 30ML;0;
3360377002951;ROMANCE F 50ML;0;
7898416442391;ROMANCE FEMME 100ML;0;
3494800024040;ROSE BOURBON 30ML;0;
3442150608496;ROSE LAND F 60ML;0;
0000000000225;ROUGE ROYAL 100ML;0;
3494800300045;ROUGE ROYAL 30ML;0;
3494800300021;ROUGE ROYAL 50ML;0;
3494800300335;ROUGE ROYAL ELITE F 100ML;0;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  62
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
3494800310020;ROUGE ROYAL H 50ML;0;
3494800028031;ROYAL MARINA DOAMOND 100ML;0;
3494800130031;ROYAL MARINA INTENSE EDP 100ML;0;
3331436100031;RUBYLIPS 100ML;0;
3331436100017;RUBYLIPS 30ML;0;
3331436100024;RUBYLIPS 50ML;0;
8904017112720;RUM WILD TIGER PIMENTA;1;
8904017112713;RUM WILD TIGER TRADICIONAL;2;
3355993000573;RUMBA F 100ML;0;
3386461539301;RUMEUR EDP F 100ML;0;
3352817604054;RYOKO KENZO H 20ML;0;
7898585694263;SABONETE LIQUIDO FLORA VIE;0;
3360372013648;SAFARI 125ML;0;
3360372013631;SAFARI 75ML;1;
3360372011095;SAFARI F 75ML;0;
3360372011088;SAFARI FEM. 20 ML;0;
3474636569168;SAHMPOO LOREAL VITAMINO 100ML;1;
1996;SAIA CREPE ESTAMPA AMICIA;2;
1964;SAIA DE VISCOSE C ELASTICO AMICIA;10;
0184;SAIA ENVELOPE MOLETINHO REBOTE;3;
1108;SAIA LINHO BOTAO AMICIA;17;
1485;SAIA MARTA VETTO;4;
1897;SAIA MID VISC VERDE AMICIA;4;
1934;SAIA MID VISCO AMICIA;0;
1961;SAIA VISCO MIDI C ABERT LAT AMICIA;10;
1989;SAIA VISCOLINHO ABERTA COSTAS AMICIA;6;
01974;SAIA VISCOLINHO AMICIA;9;
3331436300035;SALVADOR D.BLACK SUN H 100ML;0;
3331436300011;SALVADOR D.BLACK SUN H 30ML;0;
3331436300028;SALVADOR D.BLACK SUN H 50ML;0;
3331436310034;SALVADOR D.BLACK SUN SPORT H 100ML;0;
3331436310010;SALVADOR D.BLACK SUN SPORT H 30ML;0;
3331436310027;SALVADOR D.BLACK SUN SPORT H 50ML;0;
3331430841015;SALVADOR D.EAU DE DALI F 30ML;0;
3331436101038;SALVADOR D.EAU RUBYLIPS F 100ML;0;
3331436800030;SALVADOR D.ITISLOVE F 100ML;0;
3331436800016;SALVADOR D.ITISLOVE F 30ML;0;
3331436800023;SALVADOR D.ITISLOVE F 50ML;0;
3331430897777;SALVADOR D.LAGUNA 30ML;0;
3331430890723;SALVADOR D.LAGUNA 50ML;0;
0000000000656;SALVADOR D.LAGUNA H 100ML;0;
3331436405013;SALVADOR D.LAGUNA H 30ML;0;
3331436400025;SALVADOR D.LAGUNA H 50ML;0;
3331438786202;SALVADOR D.LAGUNA MARAVILHA F 50ML;0;
3331439000024;SALVADOR D.SALVADOR H 50ML;0;
3331438921504;SALVADOR D.SEA F 100ML;0;
3331438921108;SALVADOR D.SEA F 30ML;0;
3331438921207;SALVADOR D.SEA F 50ML;0;
3346470258303;SAMSARA 100ML;0;
3346470258297;SAMSARA 30ML;0;
3346470258211;SAMSARA 50ML;0;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  63
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
3442151006574;SANDERLING F 100ML;0;
0000000048545;SAUVAGE EDP 200ML;1;
3348901368247;SAUVAGE EDP H 100ML;1;
3348901250146;SAUVAGE EDT 100ML;1;
3348901321129;SAUVAGE EDT 200ML;1;
3348901250153;SAUVAGE H 60ML;0;
0000000000350;SCANDAL  EDP 50ML;0;
8435415022040;SCANDAL A PARIS EDT 30ML;0;
8435415022026;SCANDAL A PARIS EDT 50ML;0;
8435415022033;SCANDAL A PARIS EDT 80ML;1;
8435415018463;SCANDAL BY NIGHT EDPI 30ML;0;
8435415018470;SCANDAL BY NIGHT EDPI 50ML;0;
8435415018456;SCANDAL BY NIGHT EDPI 80ML;0;
8435415006439;SCANDAL EDP 30ML;0;
0000000000344;SCANDAL EDP 80ML;0;
5060053111226;SCARLET F 100ML;0;
3605520917783;SCARLETT F 50ML;0;
3605520917844;SCARLETT F 80ML;0;
5060053118669;SECRET CODE F 75ML;0;
875990000695;SENSATION ECSTASY F 100ML;0;
875990000688;SENSATION ECSTASY H 100ML;0;
875990000657;SENSATION F 100ML;0;
875990000664;SENSATION H 100ML;0;
074469482714;SENSCIENCE INNER RESTORE 200ML;0;
074469492027;SENSCIENCE RENEWAL 150ML;0;
3360372046493;SENSI 30ML;0;
3360372046509;SENSI 50ML;0;
7898416442346;SENSUAL FEMME 100ML;0;
3474630360860;SERUM ABSOLUT REPAIR 50ML;0;
7896014194544;SERUM LUMINO CONTRAST 50ML;0;
3474630471894;SERUM MYSTHIC OIL 50ML;0;
7896014190386;SERUM VITAMINO COLOR 50ML;0;
7899026438835;SERUM X TENSO 55ML;0;
8411061924518;SEX SYMBOL F 100ML;0;
8411061924488;SEX SYMBOL H 100ML;0;
3454090002227;SEXY F 100ML;0;
7898416442377;SEXY FEMME 100ML;0;
3454090003095;SEXY NIGHT F100ML;0;
875990000206;SEXYINRED F 100ML;0;
8411061741689;SHAKIRA ELIXIR F 80ML;0;
8411061819999;SHAKIRA ELIXIR MAGNETIC 80ML;0;
8411061697283;SHAKIRA F 80ML;0;
8411061722169;SHAKIRA FLORALE F 80ML;0;
8411061801727;SHAKIRA PARADISE 80ML;0;
8411061820902;SHAKIRA POP ROCK 80ML;0;
8411061783368;SHAKIRA ROCK F 100ML;0;
8411061944202;SHAKIRA SWET DREAM 80ML;0;
7896014194575;SHAMP PURE RESOURCE 1.5L;0;
7899706174824;SHAMPOO ABS GOLD LOREAL 1,5LT;2;
7899706116008;SHAMPOO ABS POS QUIMICA 1,5ML;0;
7899706115964;SHAMPOO ABS POS QUIMICA 250ML;0;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  64
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
7899706174787;SHAMPOO ABS REPAIR QUINOA 300ML;3;
7899706174800;SHAMPOO ABS REPAIR QUINOA 500ML;0;
7899026486553;SHAMPOO ABSOLUT CONTROL 1,5LRT;0;
7899026486515;SHAMPOO ABSOLUT CONTROL 250ML;0;
7899026486539;SHAMPOO ABSOLUT CONTROL 500ML;0;
7899026457904;SHAMPOO ABSOLUT REPAIR 1.5L;0;
7899026457867;SHAMPOO ABSOLUT REPAIR 250ML;0;
381519022722;SHAMPOO AUSSIE MOIST 400ML;0;
3474630264106;SHAMPOO BAIN AGE PREMIUM 250ML;0;
3474630457669;SHAMPOO BAIN CAPTIVE 250ML;0;
3474630457621;SHAMPOO BAIN CHROMA CAPTIVE LTR;0;
3474630152540;SHAMPOO BAIN CHROMA RICHE LTR;0;
3474630436237;SHAMPOO BAIN CRISTAL LTR;0;
7896014183654;SHAMPOO BAIN DE FORCE LTR;0;
7896014194797;SHAMPOO BAIN DE FORCE N1 250ML;0;
3474635003809;SHAMPOO BAIN DIVALENT 250ML;0;
7899706139755;SHAMPOO BAIN FORCE ARCHITECTE 250ML;0;
7896014194070;SHAMPOO BAIN NUTRI-THERMIQUE 250ML;0;
7896014197087;SHAMPOO BAIN NUTRI-THERMIQUE LT;0;
7896014194872;SHAMPOO BAIN OLEO RELAX 250ML;0;
3474635003663;SHAMPOO BAIN PREVENTION 1LTR;0;
3474635003687;SHAMPOO BAIN PREVENTION 250ML;0;
7896014194902;SHAMPOO BAIN RICHE 250ML;0;
7899706139472;SHAMPOO BAIN SATIN 1 1LTR;0;
7899706139496;SHAMPOO BAIN SATIN 2 1LTR;0;
7899706139458;SHAMPOO BAIN SATIN 2 250ML;0;
7896014194889;SHAMPOO BAIN SATIN N1 250ML;0;
7896014194896;SHAMPOO BAIN SATIN N2 250ML;0;
7896014195510;SHAMPOO BAIN SATIN N3 250ML;0;
7896014175918;SHAMPOO BAIN SATIN N3 LTR;0;
7899706139434;SHAMPOO BAIN SATIN1 250ML;1;
3474636883240;SHAMPOO CHRONOLOGISTE 80ML;2;
813218021886;SHAMPOO COLOR TRUSS 300ML;2;
3474636628889;SHAMPOO COOL 300L;0;
3474630436275;SHAMPOO CRISTAL LISTE 250ML;0;
3474630478244;SHAMPOO ELIXIR KULTIME 250ML;0;
813230020256;SHAMPOO EQUILIBRI TRUSS 300ML;0;
7896014182886;SHAMPOO FORCE RELAX 300ML;0;
7899026463356;SHAMPOO FORCE VECTOR 1.5L;0;
7899026463455;SHAMPOO FORCE VECTOR 250ML;0;
3474630288195;SHAMPOO HOMME CAPITAL FORCE 250ML;0;
7899706171885;SHAMPOO INFORCE 300ML;0;
3474636483952;SHAMPOO INFORCE LOREAL 1.5LT;0;
074469499293;SHAMPOO JOICO K PAK 1LTR;2;
074469476218;SHAMPOO JOICO K PAK 300ML;0;
074469481298;SHAMPOO JOICO MOIST 300ML;3;
074469499538;SHAMPOO JOICO MOISTURE 1LTR;0;
074469513944;SHAMPOO JOICO MOISTURE 1LTR;0;
3474636494668;SHAMPOO KERASTASE CHROMATIQUE 250ML;0;
3474630687103;SHAMPOO KERASTASE CHRONO 1LTR;0;
7899706139236;SHAMPOO KERASTASE CHRONOLOGISTE 250ML;0;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  65
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
7899706139298;SHAMPOO KERASTASE DENSIFIQUE 250ML;0;
7899706139359;SHAMPOO KERASTASE DISCIPLINE 250ML;0;
3474636980284;SHAMPOO KERASTASE NUTRY;2;
3474630096790;SHAMPOO KERASTASE OLEO CURL 250ML;0;
3474636397969;SHAMPOO KERASTASE THERAPISTE 250ML;0;
3474636980291;SHAMPOO KESTASE HYDRA 500ML;2;
7899026463530;SHAMPOO LISS ULTIME 1.5L;0;
7899026463516;SHAMPOO LISS ULTIME 250ML;0;
7899026463639;SHAMPOO LISS ULTIME 500ML;0;
7898587776691;SHAMPOO LOREAL ABS 1,5LT;0;
3474636569151;SHAMPOO LOREAL ABS 100ML;-1;
7899706154277;SHAMPOO LOREAL ABS 300ML;0;
7898587776677;SHAMPOO LOREAL ABS 50ML;0;
7899706165839;SHAMPOO LOREAL BLOND GLOSS 300ML;3;
7899706165815;SHAMPOO LOREAL BLONDIFIER COOL 1,5;3;
3474636569182;SHAMPOO LOREAL INFORCE 100ML;0;
7899706171908;SHAMPOO LOREAL INFORCE 500ML;0;
3474636382859;SHAMPOO LOREAL NUTRIFIER 1,5LTR;0;
3474636506132;SHAMPOO LOREAL NUTRIFIER 500ML;0;
7896014181209;SHAMPOO LUMINO CONTRAST 1,5L;0;
7896014181179;SHAMPOO LUMINO CONTRAST 250ML;0;
7290011521196;SHAMPOO MOROCCANOIL 250ML;0;
3474630471641;SHAMPOO MYSTHIC OIL 750ML;0;
3474630471573;SHAMPOO MYTHIC OIL 250ML;0;
7898587773331;SHAMPOO PRO KERATIN 250ML;0;
7898587773379;SHAMPOO PRO KERATINA 1.5L;0;
7899706181204;SHAMPOO PRO LONGER 300ML;0;
3474636868384;SHAMPOO PRO LONGER 500ML;1;
7896014194568;SHAMPOO PURE RESOURCE 250ML;0;
884486041807;SHAMPOO REDKEN ALL SOFT 300;0;
884486042149;SHAMPOO REDKEN CLEAR MOITURE 300ML;0;
884486095084;SHAMPOO REDKEN CURVACEOUS 300ML;0;
884486063274;SHAMPOO REDKEN SMOOTH DOWN 300ML;0;
7464804100633;SHAMPOO SILICON BAMBU 473ML;0;
7464804101845;SHAMPOO SILICON MIX HIDR 473ML;0;
7896014176748;SHAMPOO SILVER 250ML;0;
7898947942605;SHAMPOO TRUSS CURLY 300ML;1;
7898947943060;SHAMPOO TRUSS DISCIPLINE 300ML;2;
7898625790863;SHAMPOO TRUSS INFUSION 300ML;0;
7898625790993;SHAMPOO TRUSS PERFECT 300ML;1;
7898947942308;SHAMPOO TRUSS ULTRA HYDRATION 300ML;0;
7898947943046;SHAMPOO ULTRA TRUSS 300ML;0;
7896014175024;SHAMPOO VITAMINO COLOR 1.5L;0;
7896014175048;SHAMPOO VITAMINO COLOR 250ML;0;
7896014175055;SHAMPOO VITAMINO COLOR 500ML;0;
7899026472051;SHAMPOO X TENSO 1,5L;0;
7899026472037;SHAMPOOO X TENSO 300ML;0;
3610400002237;SHINE LIKE DIAMONDS 100ML;0;
1773;SHORT SAIA AMICIA;13;
6216;SHORTS C CINTO KISS;7;
2769;SHORTS C CINTO LA;5;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  66
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
6065;SHORTS JEANS BENGALA KISS;5;
6072;SHORTS JEANS BORD CL KISS;3;
6032;SHORTS JEANS BORD LAT KISS;8;
6042;SHORTS JEANS BORDADO DESF KISS;7;
6019;SHORTS JEANS BOTAO ENC KISS;10;
6069;SHORTS JEANS BOTAO KISS;5;
6055;SHORTS JEANS CURVA KISS;1;
2422;SHORTS JEANS FINO LA;4;
6231;SHORTS JEANS LUXO KISS;9;
0413;SHORTS JEANS VARIADOS KISS;4;
1777;SHORTS LINHO AMICIA;6;
2786;SHORTS LINHO BOTAO ENCA LA;8;
2795;SHORTS LINHO BOTAO LA;16;
2335D;SHORTS LINHO LA;14;
2692;SHORTS LINHO LA;2;
6211;SHORTS LUXO BORDADO PRETO KISS;4;
6233;SHORTS LUXO BRANCO KISS;8;
6212;SHORTS LUXO JEANS KISS;6;
1762;SHORTS SAIA C FIV LA;4;
2226;SHORTS SAIA LINHO L.A;0;
6186;SHORTS SILK LUXO JEANS KISS;4;
6184;SHORTS VAZADO JEANS KISS;30;
6291100175895;SHOW TIME H 100ML;0;
3605521816658;SI ARMANI 100ML EDP;0;
3605521816511;SI ARMANI 30ML EDP;0;
3605521816580;SI ARMANI 50ML EDP;1;
3614272508224;SI FIORE EDP 50ML;1;
3614272508323;SI FIORI EDP 100ML;1;
3614272508217;SI FIORI EDP 30ML;1;
3614273313148;SI INTENSE EAU DE PARFUM 30ML;2;
3614273313155;SI INTENSE EAU PARFUM 50ML;2;
3605522035188;SI INTENSE EDP 30ML;0;
3605522035249;SI INTENSE EDP 50ML;0;
3595200571032;SI LOLITA EDP F 80ML;0;
3595200113454;SI LOLITA EDT F 80ML;0;
3614272826533;SI PASSION EDP INTENSE 30ML;6;
3614272826557;SI PASSION INTENSE 50ML;0;
3614271994844;SI PASSIONE EDP F 100ML;-1;
3614271994721;SI PASSIONE EDP F 30ML;0;
3614271994806;SI PASSIONE EDP F 50ML;1;
3355992003896;SILK WAY F 30ML;0;
3355992003902;SILK WAY F 50ML;0;
3355992003919;SILK WAY F 75ML;0;
5060053113473;SILVER ECLIPSE F 100ML;0;
8715658999706;SILVER LIGHT EDP 100ML;0;
8715658999140;SILVER LIGHT GALACTICA;0;
3355991002319;SILVER SCENT H 100ML;0;
3355991003019;SILVER SCENT INT H 100ML;0;
3414200812016;SILVER SHADOW H 100ML;0;
3414200812009;SILVER SHADOW H 50ML;0;
608940540251;SIREN F 100ML;0;
--------------;-----------------------------------------------------;------------------------------------------;---------------------------
26/11/21;Estoque Fisico;por Produto;Fl  67
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
Loja:  03  BIAN;CA NUNES CHIAH-ME;;
---------------;-----------------------------------------------------;------------------------------------------;--------------------------
P r o d u t o;Descricao;Qtde;
;;;
3614271697011;SKY DI GIOIA EDP 50ML;1;
3457460004296;SOLA F 100ML;0;
037361007539;SOLARA H 100ML;0;
3457460002346;SOSHO FOR MEN 100ML;0;
7898424300973;SPA HYDRA THERAPY MACA VERDE;0;
7898424300980;SPA HYDRA THERAPY MELAO;0;
7898424300959;SPA HYDRA THERAPY MORANGO;0;
7898424300928;SPA HYDRA THERAPY PERA;0;
7898424300911;SPA HYDRA THERAPY PESSEGO;0;
8411061561232;SPIRIT F 100ML;0;
8411061137017;SPIRIT H 100ML;0;
077043102336;ST IVES;0;
875990000077;STAR BRIGADE 100ML;0;
5060053113442;STAR LIGHT F 100ML;0;
6291100173570;STATEMENT F 80ML;0;
920111201007;STELLA  DUSTIN SELF H 100ML;0;
920111221005;STELLA DUSTIN LA PRIERE F 100ML;0;
3414200150019;STILL J. LOPEZ 50ML;0;
5060053113367;STRIKE SPORT H 100ML;0;
3442151008677;STYLE F 100ML;0;
3442151008684;STYLE H 100ML;0;
7898416442322;STYLE HOMME 100ML;0;
688575126839;SUN MOON STARS 100ML;0;
8715658999942;SWEET E SOUR EDP 100ML;0;
8715658998693;SWEET SOUR DIAMOND;0;
8715658969822;SWEET SOUR PERLATO EDP;0;
7640131390019;SWISS ARMY 100ML;0;
0029621400501;SWISS ARMY 50 ML;0;
7640131390057;SWISS ARMY ALTITUDE MASC 100ML;0;
7640131390446;SWISS ARMY MOUNTAIN WATER 100 ML;0;
7640131390514;SWISS ARMY UNLIMITED 75 ML;0;
3494800019039;SYMBOL ROYAL EDP 100ML;7;
3494800019046;SYMBOL ROYAL EDP 30ML;5;
0000000000294;T 212 SEXY H;0;
0000000000292;T AMOR AMOR;0;
0000000000630;T ANGEN DEMON;0;
